,SpMax_A,ATSC0c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6d,ATSC7d,ATSC7v,ATSC2se,ATSC2pe,ATSC2are,AATSC0c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC6d,AATSC7v,AATSC2se,AATSC2p,MATS1c,MATS2c,MATS3c,MATS4c,MATS6d,MATS6s,MATS7v,MATS2se,MATS3se,MATS2pe,MATS2are,MATS3are,GATS1c,GATS2c,GATS3c,GATS5c,GATS1s,GATS2s,GATS4v,GATS2se,GATS5se,GATS2pe,GATS2are,BCUTc-1h,BCUTc-1l,BCUTd-1l,BCUTv-1h,BCUTp-1h,BCUTi-1l,AXp-5d,SdsCH,SdssC,SssNH,SaaNH,SdO,SssO,PEOE_VSA6,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,EState_VSA3,VSA_EState1,VSA_EState3,VSA_EState5,VSA_EState9,TopoPSA,SRW05,nBase_0,nBase_1,nS_0,nS_1,nS_2,nS_3,nBondsD_0,nBondsD_1,nBondsD_2,nBondsD_3,nBondsD_4,nBondsD_5,nBondsD_6,NdsCH_0,NdsCH_1,NdsCH_2,NdssC_0,NdssC_1,NdssC_2,NdssC_3,NdssC_4,NssNH_0,NssNH_1,NssNH_2,NssNH_3,NssNH_4,NssNH_6,NaaNH_0,NaaNH_1,NaaNH_2,NdO_0,NdO_1,NdO_2,NdO_3,NdO_4,NdO_5,NdO_6,NssO_0,NssO_1,NssO_2,n5Ring_0,n5Ring_1,n5Ring_2,n5Ring_3,n5HRing_0,n5HRing_1,n5HRing_2,n5HRing_3,nARing_0,nARing_1,nARing_2,n5ARing_0,n5ARing_1,nAHRing_0,nAHRing_1,n5AHRing_0,n5AHRing_1,nFRing_0,nFRing_1,nFRing_2,nFHRing_0,nFHRing_1,nFHRing_2,cl_conc_(mm),time_between_transporter_added_and_lysis_(s),thiourea,urea,squaramide,indole,tambjamine,carbazole,acridinone,perenosin,bisbzimpy,isophthalamides_dipicolineamides
0,0.6099388753219941,0.2080583902047733,0.10523603754237347,0.6936993138138793,0.519532733701085,0.2897030835596753,0.25414737769498286,0.3408713763039542,0.49710707109338753,0.010179074465530371,0.010810892148687658,0.010622124556091841,0.23219021675561802,0.19038566123032674,0.5917819657095759,0.420913983065731,0.44150316857880934,0.19609536544037318,0.1877226166968552,0.017878059549841417,0.47786897424470115,0.8237049682744845,0.12489865041567921,0.869125612662472,0.06564329900385146,0.2852043506886345,0.7573645154388765,0.15243659430697476,0.09140967748774345,0.6380184297792766,0.07275409357939344,0.08734770473677325,0.8475341490329054,0.16059763073836697,0.9896919326161372,0.3603329629493812,0.19987921770371697,0.6157675687246752,0.7575808473883148,0.7175091471439585,0.9036895495365997,0.20097324180404563,0.837250237833309,0.8396554920364308,0.2884539023973105,0.015364239398518276,0.9287851896217667,0.0004940300646412155,0.0008592307121411125,0.9964053320019666,0.15329160087910743,1.0,1.0,0.0,0.9928158354526464,0.0,0.5298997630848276,0.2075812085841514,0.5,0.0,0.0,0.0,0.0,0.02985856008311386,0.0,0.8930365744393537,0.938150755990492,0.05569299462981958,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,0,0,1,0,0,0,0,0
1,0.6108378134857597,1.0,0.8954772143997668,0.4076752781953529,0.3770431531793075,0.5754828474866432,0.5678580384757768,0.9521464443212284,0.7091176272588237,0.6347057880114655,0.6089408773545865,0.6113283656176931,0.942207148508311,0.9654336807593511,0.3060884085097819,0.3601330874009944,0.7502988124240495,0.48541618401047015,0.5933255647655359,0.6762072109390119,0.6343367258119721,0.10045113094077895,0.7484376200029788,0.4405088700941881,0.33867674895694627,0.613001129109052,0.7322292456606287,0.4912702204569951,0.6776700711756469,0.24972920306053187,0.6263882804278572,0.6437997410363429,0.4002708090629903,0.8817203796453565,0.011880597841689822,0.43933143674867203,0.7068303208663109,0.29696273052149424,0.19951285346182068,0.7276283719482204,0.11093281188625803,0.3184766987147921,0.06995114266872315,0.07585272465890275,0.8622764265218303,0.8602141253665465,0.8072604799746319,0.008462553661295225,0.020552453071570387,0.9605479997679005,0.09101788537674849,0.0,0.0,0.4053096724256576,0.0,0.41282483476103876,0.0,0.0,0.0,0.5322105542057526,0.0,0.0,0.0,1.0,0.16514558570754853,0.0,0.8648087227564544,0.23121945332770166,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,1,0,0,0,0,0,0,0,0
2,0.22857874026330638,0.23293205944844553,0.3616472356703565,0.3906529574339456,0.8459653327762486,0.06607349939607166,0.33816746255097846,0.5199414657283694,0.6977536372184074,0.040988857109027915,0.020572604765040015,0.02330151429892434,0.3467284370173537,0.49742918758634824,0.25044158921364396,0.7950402778942045,0.1473633064288444,0.2776886084587926,0.48191145262953017,0.05935070240948907,0.28866418485806,0.4245573719294482,0.5706017303720634,0.2463296014002364,0.687273139517359,0.4069903509692296,0.8212923192086954,0.44776816268599523,0.2858059647688356,0.3820043013874578,0.12890595647415456,0.17034933896264084,0.6972139736525824,0.44470020844468783,0.6560652948622138,0.6746108626877931,0.4701144728749531,0.1516317636542135,0.439040308719875,0.5498414116594366,0.5799398335409793,0.3380799047902773,0.6962455839853184,0.6689706894284781,0.30686220732794767,0.00228785315002078,0.8088149998532401,0.9995513599268806,0.9933285950870889,0.015204918621247288,0.608783205585272,0.0,0.51287478052361,0.3488117021698891,0.0,0.19907134200430304,0.48534976834009824,0.2750143610227025,0.5,0.23386535788386004,0.0,0.5193228878831667,0.17740008628861723,0.02734827646448358,0.15152119605762362,0.8266821904057698,0.9336740314111915,0.23236589633741633,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,1,0,0,0,0,0,0,0,0,0
3,0.35441753736116777,0.5631858150978826,0.7244572626358864,0.20683079094381057,0.4412549089165324,0.45999473924773937,0.37367531369871926,0.4756548836303437,0.8062434685054177,0.16308106390335148,0.12391323560172916,0.13026620053004218,0.6461847956093929,0.9178630679275632,0.0688987096260219,0.3229358954632186,0.7064767636779277,0.32963953803432056,0.7841387893491263,0.21535001117699715,0.1373732562703323,0.3935568090731154,0.8571904739337609,0.1448150162778598,0.21846066675132464,0.49287272846574254,0.29451935930162626,0.7628903606229722,0.5557880581558654,0.07712094238408174,0.4334093133137525,0.49169182746959333,0.10477084587392049,0.3411524630504075,0.21765758426391246,0.6641116440587775,0.4955976887376503,0.07005675864236982,0.12796290167568547,0.7417681476024951,0.033009696586533244,0.7256185093770019,0.03773832624184392,0.0202535551233487,0.6067457944604331,0.618857282306464,0.7383846257853737,0.005268496111447085,0.008882456504476277,0.9767608440117499,0.3931815028733199,0.0,0.3046427311302781,0.6260503811761684,0.0,0.7680015127068462,0.0,0.127421155515409,0.0,0.0,0.0,1.0,0.37802673850126167,0.0,0.7881212028670662,0.71926003535984,0.8648087227564544,0.7518252579496773,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,1,0,0,0,0,0,0,0,0
4,0.25696302481114586,0.44489965888038807,0.7311536216348433,0.24555854398458288,0.6570553220514901,0.29822586909990834,0.37499669844288414,0.48881874452234875,0.8879346890639652,0.09794709012700038,0.06668716371690435,0.07718176639362229,0.31850081128702556,0.7565768735787688,0.19742698391055732,0.6100980098997075,0.43811903310176664,0.3232033391489914,0.8808231895155035,0.10250330667388055,0.24361100243891906,0.09644158522868351,0.9527861474615575,0.1402742968369045,0.4215042081495952,0.4888171353021989,0.17470029852107788,0.8580865851790317,0.49267753971780565,0.09931878215290585,0.2897764472846396,0.37949014703745315,0.16340958680279755,0.6105400355906792,0.1243288602311936,0.8467263660727307,0.7210908911058129,0.0,0.2020026487953166,0.5290343448886636,0.15229863221535728,0.9135179471691178,0.2637841682162414,0.20659116823599216,0.4338128041814193,0.5742606324248356,0.0,0.00933017302726924,0.024752858242488518,0.9677431817790563,0.509820876134268,0.0,0.3795182916254977,0.6737423675507569,0.0,0.40810262798027996,0.0,0.254842311030818,0.0,0.0,0.0,0.0,0.5629212858944936,0.0,0.9306226056500337,0.71926003535984,0.8648087227564544,0.6674711880769928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,500,300,0,1,0,0,0,0,0,0,0,0
5,0.7698849086271373,0.3142855949548412,0.19208427456296995,0.7684454481667279,0.6580190813024542,0.023992069063872218,0.29891845913429554,0.8336339719172002,0.6967313905087305,0.3701170111289407,0.3583929490162504,0.36402837511716074,0.5275371606756453,0.2800724984866059,0.7560636535625136,0.5286362668750789,0.044479105214013964,0.19420280119365801,0.4861777636915472,0.5845004514349451,0.6753363475456778,0.41664654251601085,0.2776644065148806,0.9562220453033505,0.3816320808812643,0.3497260085434478,0.8379709071623667,0.40456228690484275,0.7898763784305054,0.44451149767699655,0.7438418613992109,0.7614776938051766,0.6602616609913993,0.7054912696692797,0.43512991527128986,0.30623836006397953,0.17915311830513758,0.14846179072096655,0.05423349211166262,0.6867462135403746,0.04404614567711623,0.4518191405643833,0.0,0.0,0.7959378050153161,0.8079088046851841,0.7873059224362251,0.9999992902610941,0.9999844321829858,2.753353101070388e-13,0.10745208077586477,0.0,0.4881281195120738,0.35271097272713453,0.0,0.0,0.0,0.2566306216693934,0.0,0.0,0.0,0.0,0.5279148537279059,0.4141499307173209,0.14371396524514438,0.71926003535984,0.8648087227564544,0.26730223858082436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,1,0,0,0,0,0,0,0
6,0.7698849086271373,0.47932535685397315,0.0,0.8660001680573068,0.761333642095945,0.0,0.29891845913429554,0.8336339719172002,0.8342806389519433,0.3441303146614617,0.33480799371826425,0.33631752103240636,0.7645320110991807,0.0,0.8956460482973753,0.6766671851063905,0.0,0.19420280119365801,0.8942728983600422,0.5434357654735823,0.3971209490142037,0.6316841166620941,0.053980647439188456,0.9974042648320414,0.5544010903754452,0.3497260085434478,0.5246669498637289,0.9181401273383969,0.6802388362706797,0.5692649720821953,0.6481723653022043,0.6663010015361469,0.8316020788516396,0.4346524699731451,0.5940892163173043,0.10874405645692087,0.3643964406493019,0.1819826839083043,0.17319786083550448,0.7698509760494585,0.10391979248907551,0.5310073901431863,0.05247116045131239,0.05753929654566109,0.9916041103295332,0.6167643368388798,0.7873059224362251,0.006630858417319807,0.022834472268399963,0.9634666191030767,0.10745208077586477,0.0,0.4881281195120738,0.31092911250101485,0.0,0.39243210834885167,0.0,0.0,0.9891946376663322,0.0,0.0,0.9545316828691385,0.0,0.4088142201673944,0.12668972366290313,0.71926003535984,0.8648087227564544,0.0860435648343692,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,1,0,0,0,0,0,0,0
7,0.7698849086271373,0.3924008811976166,0.11452507691608585,0.8045843429578345,0.7101219973936155,0.011991206928234605,0.29891845913429554,0.8336339719172002,0.769932553365937,0.3573227096889294,0.3468147139722457,0.3504400770792383,0.6397096478742926,0.16698568638289962,0.8077715922831805,0.603290240644762,0.022230602670575972,0.19420280119365801,0.7033584371754537,0.5642826460903304,0.540836060433167,0.5183225702510212,0.17492489456319618,0.9624699834463983,0.4790468995592474,0.3497260085434478,0.6903975009375191,0.6637602866306203,0.7316906425240457,0.4813162648512432,0.6937510234620029,0.7116486817977855,0.6940110666957444,0.5626574143297733,0.5035786956781468,0.21211905045350332,0.2764177008179285,0.16317599476924805,0.11587879543313773,0.7203076146670493,0.0749247991194214,0.491873842561673,0.02642757850953037,0.02879741708297856,0.8091533341346913,0.6387405849667616,0.7873059224362251,0.9995614388046326,0.9941603739328366,0.012012308752291645,0.10745208077586477,0.0,0.4881281195120738,0.33182004261407466,0.0,0.1996981307227993,0.0,0.1283153108346967,0.8868143361265473,0.0,1.0,0.0,0.0,0.4094745307056546,0.13520184445402375,0.71926003535984,0.8648087227564544,0.1766729017075967,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,1,0,0,0,0,0,0,0
8,0.8204578447595097,0.6169310553020143,0.28586343925377605,0.8999649279074202,0.14631689308168572,0.3948181836754636,1.0,0.0,0.7436948683679296,0.5898361473008398,0.5715859892544649,0.5802252502854356,0.7953221084081998,0.3959912675198799,0.875952864084458,0.0,0.642585428919062,1.0,0.6389202915809936,0.7882889931104474,1.0,0.3525226817818956,0.3693145557411739,0.9655778115756035,0.013785402332822771,1.0,1.0,0.5663792279056116,0.7659804256579721,0.4117359532425966,0.7297529519194196,0.7388408561442668,0.6226035733749533,0.829127504320684,0.2571714551042671,0.10700226021419046,0.7018254186076511,0.2779536506320579,0.09916036380473892,0.4875170838354377,0.0760708030592454,0.1936064011849452,0.025705086642665576,0.029334785479483982,0.8557405597195031,0.8094546996748881,0.7873059224471906,1.0,1.0,0.0,0.0,0.0,0.4881281195120738,0.2675125715595011,0.0,0.0,0.0,0.2566306216693934,0.0,0.0,0.0,0.0,0.4032166704853532,0.8483343278058557,0.10899942271283836,0.71926003535984,0.8648087227564544,0.26730223858082436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,1,0,0,0,0,0,0,0
9,0.23580149185474308,0.32158825060928564,0.4717335002958011,0.3986921420504095,0.6674434549067302,0.13974311689475766,0.35376235290293223,0.6139214504820333,0.8278250479307716,0.041259105905618675,0.008917518496858342,0.011197597963176039,0.2133634189348832,0.5281977401198661,0.3186341607354212,0.6189872442060228,0.2702261469466925,0.30260523295216996,0.7944356938054863,0.048417594206884934,0.025178939523507526,0.3813144144231253,0.7048982896333343,0.30608959629459465,0.3976243777365954,0.4549658593486432,0.6173548855903673,0.7579151223510302,0.32097263254794206,0.12285377642327833,0.05475792143365167,0.0877114703463337,0.31004870761525694,0.4865748142007891,0.41255940626701404,0.7360690898794213,0.7751017488976286,0.010883729808804032,0.24551084609615892,0.6769991340080423,0.42069267951129713,0.6545417942707409,0.5712968368857544,0.5724902953339905,0.23362206896657667,0.5742381335452975,1.0658141036401503e-14,0.9998673003905036,0.9948394161823031,0.014338911996452097,0.5058078977776093,0.0,0.6348105823930674,0.7660693868154066,0.0,0.0,0.0,0.254842311030818,0.0,0.4677307157677201,0.0,0.0,0.5723071959198704,0.0,0.9950860234529002,0.71926003535984,0.8648087227564544,0.8487298618234479,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,500,300,1,0,0,0,0,0,0,0,0,0
10,0.35058873766676424,0.14970629481046432,0.3588207916366952,0.4749697636943891,0.8405814393786728,0.07560475596474925,0.3816999131548051,0.5344964696860245,0.8166063715808854,0.25847344360975105,0.2484378800540827,0.2439236318243284,0.27704087170402747,0.5059235792196225,0.34894336835688494,0.7889129766199969,0.1459617293939643,0.35478667700430006,0.8486307360888956,0.38020409604226335,0.19728577508455347,0.19113031496576416,0.6208697832385993,0.39072699864777116,0.6888340163405804,0.5341579751362858,0.8101406333848529,0.8116857646094258,0.8137802640549407,0.5228145772420955,0.7163079758811972,0.7393704530896643,0.8523198459700947,0.9294364077634079,0.272800876446024,0.479879504279491,0.5957274862338935,0.09942574222292466,0.0,0.2814464480127499,0.0002845098209937058,0.3691457747396124,0.03083575485483403,0.0129671934272238,0.7729199067179922,1.0,0.8144818334700155,0.9995512965654019,0.9933278759499755,0.01520599529724187,0.567581090584419,0.0,0.5518658927982103,0.36059446761405684,0.0,0.0,0.0,0.2750143610227025,0.0,0.23386535788386004,0.0,0.0,0.17945949721731663,0.2015057759764551,0.15768179339474434,0.71926003535984,0.8648087227564544,0.07367404815060646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,1,0,0,0,0,0,0,0,0,0
11,0.132798492815688,0.1604568646628315,0.310364597571263,0.40871594523375826,0.7064530739765799,0.26872337233189114,0.34330927768025493,0.5403437530431395,0.7658167929548995,0.023284858262532182,0.002812702506180968,0.006428912230266464,0.27825213741694244,0.4381703575525275,0.2649291464882467,0.5980333426995657,0.474512050722718,0.2848580067923581,0.6899722212914893,0.0353130301538173,0.23701893128696577,0.5544305611049247,0.5166720083132413,0.23525264656234263,0.3891977195382622,0.4170825267552794,0.5570128709019637,0.6521941687147604,0.20293031290687485,0.3154543122153482,0.022959407988472468,0.05571134854194111,0.5531933920893737,0.414608406416034,0.7868255973526966,0.7683996861845999,0.0,0.7008750366957962,1.0,0.5426300386603056,0.8989491775227292,0.0,0.9999999999999999,1.0,0.13788225129295317,0.0023548213838910925,0.8157661711543387,0.9995512382481948,0.9933263421220664,0.015205986952464556,0.7601359638196519,0.0,0.5881474288511112,0.38866937497622905,0.0,0.0,0.4906258720037671,0.2750143610227025,0.5,0.23386535788386004,0.0,0.0,0.08495281259200124,0.027645572046065443,0.17524352021417583,0.8971644394693682,0.9366071548711883,0.129367042780426,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,1,0,0,0,0,0,0,0,0,0
12,0.15210129931368854,0.009129649794343386,0.33777816950904227,0.40862066401977715,0.8182954661933397,0.17255077827874926,0.3193831692316207,0.5148569231614214,0.7009926078582378,0.03794438405836552,0.012766463853804503,0.01719899324395987,0.0,0.42778710509403306,0.313924508513821,0.7509506027775723,0.30766857962036126,0.26202255557664944,0.5623361475154321,0.048309479526981995,0.11504226071315227,0.30442632176820195,0.7331581791051127,0.09264953976771628,0.6591994820663842,0.3594069853908052,0.41319011119808025,0.5298863341863993,0.5056340432444715,0.44821955062506996,0.1304475459075177,0.197294515999245,0.7110873052641367,0.7663753464030347,0.4113383006536365,0.8974196037126916,0.6765413853280091,1.0,0.8273170639308569,0.3691825518877305,0.4856841555163823,0.6140895094690136,0.8232471261373945,0.7790730301657511,0.003981346545291364,0.938362647820252,0.8157382451239759,0.9995515505825461,0.9933311771759086,0.015203317746006917,0.7653201663963014,0.0,0.5954699697840449,0.39832342071799826,0.0,0.0,0.0,0.6100167251222629,0.0,0.23386535788386004,0.0,0.0,0.0,0.0,0.18041278068051902,0.71926003535984,0.8648087227564544,0.07367404815060646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,1,0,0,0,0,0,0,0,0,0
13,0.7698849086271373,0.3142855949548412,0.19208427456296995,0.7684454481667279,0.6580190813024542,0.023992069063872218,0.29891845913429554,0.8336339719172002,0.6967313905087305,0.3701170111289407,0.3583929490162504,0.36402837511716074,0.5275371606756453,0.2800724984866059,0.7560636535625136,0.5286362668750789,0.044479105214013964,0.19420280119365801,0.4861777636915472,0.5845004514349451,0.6753363475456778,0.41664654251601085,0.2776644065148806,0.9562220453033505,0.3816320808812643,0.3497260085434478,0.8379709071623667,0.40456228690484275,0.7898763784305054,0.44451149767699655,0.7438418613992109,0.7614776938051766,0.6602616609913993,0.7054912696692797,0.43512991527128986,0.30623836006397953,0.17915311830513758,0.14846179072096655,0.05423349211166262,0.6867462135403746,0.04404614567711623,0.4518191405643833,0.0,0.0,0.7959378050153161,0.8079088046851841,0.7873059224362251,0.9999992902610941,0.9999844321829858,2.753353101070388e-13,0.10745208077586477,0.0,0.4881281195120738,0.35271097272713453,0.0,0.0,0.0,0.2566306216693934,0.0,0.0,0.0,0.0,0.5279148537279059,0.4141499307173209,0.14371396524514438,0.71926003535984,0.8648087227564544,0.26730223858082436,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,489,270,0,0,1,0,0,0,0,0,0,0
